distance,time_of_day,weather,traffic_level,travel_time
2.76,morning,fog,low,4.31
14.49,afternoon,fog,medium,28.26
2.51,night,clear,medium,3.76
7.7,evening,rain,medium,13.86
9.2,afternoon,rain,medium,16.56
8.58,afternoon,rain,high,23.17
2.2,night,fog,medium,4.29
1.8,evening,rain,medium,3.24
2.48,evening,rain,high,6.7
9.2,evening,rain,low,13.25
8.62,afternoon,rain,low,12.41
4.27,morning,rain,low,6.15
9.93,afternoon,clear,low,11.92
12.48,afternoon,rain,medium,22.46
1.58,night,clear,high,3.56
7.97,morning,rain,high,21.52
10.65,evening,clear,low,12.78
4.53,night,rain,high,12.23
5.31,afternoon,rain,medium,9.56
9.59,morning,rain,low,13.81
13.57,evening,rain,medium,24.43
12.34,evening,fog,medium,24.06
9.16,afternoon,rain,medium,16.49
11.22,evening,clear,medium,16.83
6.11,evening,fog,medium,11.91
9.97,morning,fog,low,15.55
7.53,night,rain,medium,13.55
3.66,morning,clear,low,4.39
10.82,night,clear,high,24.34
8.79,night,fog,medium,17.14
6.02,night,clear,medium,9.03
13.76,evening,rain,high,37.15
1.29,morning,rain,low,1.86
5.42,evening,rain,medium,9.76
1.8,afternoon,rain,high,4.86
11.73,morning,rain,high,31.67
10.83,night,fog,medium,21.12
5.64,evening,rain,low,8.12
10.46,evening,rain,low,15.06
6.54,morning,fog,medium,12.75
11.59,morning,fog,high,33.9
7.36,night,fog,medium,14.35
6.77,night,clear,low,8.12
14.09,afternoon,clear,high,31.7
4.51,night,rain,medium,8.12
2.69,evening,rain,high,7.26
9.18,afternoon,rain,low,13.22
14.57,afternoon,clear,low,17.48
6.29,afternoon,rain,low,9.06
1.87,morning,rain,medium,3.37
5.75,night,clear,high,12.94
8.08,afternoon,fog,medium,15.76
3.27,morning,clear,medium,4.9
10.21,morning,rain,medium,18.38
14.97,afternoon,clear,medium,22.46
7.32,afternoon,fog,high,21.41
5.97,evening,fog,high,17.46
6.61,afternoon,fog,medium,12.89
2.61,evening,fog,medium,5.09
13.37,afternoon,fog,low,20.86
6.81,afternoon,fog,low,10.62
6.42,night,rain,high,17.33
10.24,afternoon,rain,low,14.75
7.19,afternoon,clear,high,16.18
10.08,evening,rain,high,27.22
1.86,evening,fog,high,5.44
12.39,night,rain,low,17.84
14.17,afternoon,clear,low,17.0
10.08,afternoon,fog,high,29.48
14.36,evening,rain,high,38.77
3.12,morning,rain,medium,5.62
7.68,morning,clear,high,17.28
9.43,morning,fog,high,27.58
9.14,evening,clear,medium,13.71
6.62,evening,fog,high,19.36
5.73,morning,fog,high,16.76
2.78,morning,rain,high,7.51
6.48,afternoon,clear,medium,9.72
3.28,evening,clear,low,3.94
11.28,evening,clear,high,25.38
3.92,morning,fog,medium,7.64
1.82,morning,clear,high,4.1
8.73,night,fog,medium,17.02
9.33,evening,clear,high,20.99
13.21,night,clear,medium,19.82
9.08,afternoon,rain,low,13.08
5.84,night,clear,low,7.01
12.24,morning,rain,low,17.63
8.56,evening,rain,high,23.11
2.11,evening,fog,medium,4.11
8.92,night,clear,high,20.07
13.71,night,clear,high,30.85
6.55,afternoon,clear,medium,9.83
5.15,afternoon,rain,high,13.9
3.01,morning,clear,medium,4.51
3.12,morning,fog,medium,6.08
7.06,morning,fog,low,11.01
9.34,night,clear,low,11.21
2.13,night,rain,low,3.07
14.15,evening,fog,medium,27.59
11.57,morning,fog,low,18.05
9.21,night,rain,medium,16.58
12.6,evening,fog,high,36.85
2.12,morning,rain,low,3.05
7.68,afternoon,fog,medium,14.98
9.82,afternoon,rain,medium,17.68
12.6,night,fog,medium,24.57
11.97,evening,clear,medium,17.96
4.88,afternoon,fog,low,7.61
14.17,evening,fog,low,22.11
2.74,evening,clear,low,3.29
13.25,afternoon,clear,medium,19.88
14.59,evening,clear,high,32.83
3.48,afternoon,clear,medium,5.22
11.11,night,rain,high,30.0
1.56,morning,rain,low,2.25
6.68,morning,fog,medium,13.03
8.23,night,fog,medium,16.05
9.13,afternoon,fog,low,14.24
14.1,afternoon,rain,medium,25.38
10.41,afternoon,fog,high,30.45
7.74,afternoon,fog,high,22.64
12.34,night,rain,high,33.32
14.31,morning,fog,medium,27.9
1.31,evening,rain,medium,2.36
14.76,evening,rain,high,39.85
2.21,morning,clear,medium,3.32
12.4,night,clear,high,27.9
4.92,evening,rain,low,7.08
2.85,morning,rain,high,7.7
7.16,night,clear,low,8.59
10.02,evening,fog,low,15.63
6.33,afternoon,fog,low,9.87
1.76,afternoon,fog,high,5.15
9.39,night,rain,high,25.35
13.63,afternoon,clear,medium,20.44
6.37,night,fog,medium,12.42
4.03,morning,clear,low,4.84
7.2,morning,clear,high,16.2
1.68,evening,rain,medium,3.02
12.49,night,fog,medium,24.36
12.57,evening,clear,medium,18.86
9.23,evening,rain,high,24.92
5.94,morning,rain,medium,10.69
12.2,evening,rain,low,17.57
8.77,afternoon,fog,high,25.65
12.56,evening,fog,medium,24.49
9.84,night,rain,medium,17.71
11.98,afternoon,fog,high,35.04
9.38,morning,fog,medium,18.29
6.8,night,clear,medium,10.2
14.41,afternoon,rain,low,20.75
8.58,night,rain,high,23.17
9.47,afternoon,fog,medium,18.47
4.09,night,rain,high,11.04
9.76,night,rain,high,26.35
9.0,afternoon,rain,low,12.96
3.59,morning,fog,low,5.6
1.83,morning,fog,high,5.35
9.46,night,fog,low,14.76
11.69,night,clear,low,14.03
8.33,morning,rain,medium,14.99
4.17,morning,clear,low,5.0
10.33,evening,fog,low,16.11
2.12,morning,clear,medium,3.18
7.19,night,rain,medium,12.94
3.29,afternoon,rain,high,8.88
3.58,morning,fog,low,5.58
3.83,evening,fog,medium,7.47
6.41,evening,clear,low,7.69
1.72,evening,fog,high,5.03
6.57,afternoon,clear,low,7.88
8.16,morning,rain,low,11.75
7.77,morning,rain,low,11.19
6.36,morning,rain,medium,11.45
12.75,afternoon,rain,medium,22.95
3.03,afternoon,rain,high,8.18
8.08,night,clear,low,9.7
1.87,evening,rain,high,5.05
2.0,evening,clear,high,4.5
9.03,morning,rain,medium,16.25
8.92,afternoon,clear,low,10.7
13.29,afternoon,clear,low,15.95
8.81,morning,clear,high,19.82
14.44,morning,fog,low,22.53
1.68,night,clear,medium,2.52
2.37,evening,clear,high,5.33
1.62,evening,rain,high,4.37
3.59,evening,clear,medium,5.38
8.58,night,clear,medium,12.87
10.04,morning,fog,medium,19.58
1.64,morning,rain,medium,2.95
14.24,evening,fog,medium,27.77
12.79,evening,fog,medium,24.94
5.15,night,fog,high,15.06
2.08,afternoon,clear,low,2.5
3.38,afternoon,fog,low,5.27
2.78,evening,fog,high,8.13
2.73,night,rain,low,3.93
8.26,evening,rain,low,11.89
4.44,afternoon,rain,high,11.99
6.01,evening,rain,low,8.65
14.85,afternoon,fog,low,23.17
10.58,afternoon,rain,high,28.57
14.29,afternoon,clear,low,17.15
3.0,morning,fog,medium,5.85
6.35,morning,rain,high,17.14
8.77,evening,fog,low,13.68
2.07,afternoon,rain,low,2.98
1.06,morning,fog,medium,2.07
10.39,evening,rain,high,28.05
9.99,evening,clear,high,22.48
6.75,evening,rain,low,9.72
7.86,evening,fog,medium,15.33
6.82,evening,fog,medium,13.3
1.34,night,clear,medium,2.01
5.7,afternoon,fog,medium,11.12
3.48,evening,clear,medium,5.22
2.38,night,fog,medium,4.64
14.39,afternoon,fog,high,42.09
9.39,morning,clear,low,11.27
11.2,evening,fog,low,17.47
5.42,night,fog,medium,10.57
6.5,morning,clear,high,14.62
4.32,night,rain,high,11.66
2.36,afternoon,clear,medium,3.54
3.51,afternoon,fog,low,5.48
12.17,morning,rain,medium,21.91
10.49,night,rain,high,28.32
8.66,evening,rain,medium,15.59
7.65,evening,clear,low,9.18
13.91,morning,rain,low,20.03
2.02,morning,rain,high,5.45
4.93,morning,rain,medium,8.87
5.9,night,fog,medium,11.51
11.95,evening,clear,high,26.89
14.9,evening,clear,medium,22.35
4.37,evening,fog,high,12.78
13.24,morning,rain,medium,23.83
12.63,evening,fog,low,19.7
4.15,afternoon,fog,high,12.14
6.59,morning,rain,medium,11.86
6.74,evening,rain,medium,12.13
14.7,night,clear,medium,22.05
3.53,morning,rain,high,9.53
12.19,afternoon,fog,low,19.02
5.68,afternoon,fog,medium,11.08
11.23,night,rain,high,30.32
6.88,night,clear,medium,10.32
9.1,morning,fog,low,14.2
12.66,morning,rain,low,18.23
12.26,afternoon,clear,low,14.71
13.13,night,clear,high,29.54
1.83,morning,fog,medium,3.57
10.69,afternoon,fog,high,31.27
2.96,night,clear,medium,4.44
6.82,afternoon,clear,high,15.34
8.68,evening,clear,medium,13.02
6.64,night,rain,high,17.93
8.27,morning,fog,medium,16.13
14.95,morning,clear,high,33.64
2.89,evening,fog,low,4.51
10.46,night,fog,high,30.6
6.54,afternoon,fog,low,10.2
2.86,morning,clear,low,3.43
3.22,evening,rain,medium,5.8
14.29,evening,clear,low,17.15
13.31,night,fog,low,20.76
13.7,night,clear,medium,20.55
14.88,morning,clear,high,33.48
3.92,evening,fog,high,11.47
5.98,afternoon,fog,low,9.33
10.37,evening,clear,high,23.33
7.77,afternoon,clear,low,9.32
6.86,afternoon,clear,high,15.44
6.01,morning,clear,high,13.52
9.31,evening,rain,high,25.14
9.06,afternoon,clear,low,10.87
3.26,night,rain,medium,5.87
7.6,afternoon,fog,high,22.23
8.75,night,rain,high,23.62
8.98,night,fog,high,26.27
3.94,evening,rain,low,5.67
11.39,night,fog,medium,22.21
1.35,afternoon,clear,low,1.62
5.97,night,rain,high,16.12
11.92,evening,rain,low,17.16
8.89,morning,fog,high,26.0
4.66,afternoon,fog,high,13.63
10.73,afternoon,rain,low,15.45
8.94,evening,fog,high,26.15
12.15,evening,clear,high,27.34
11.29,evening,rain,medium,20.32
9.54,evening,clear,low,11.45
7.83,afternoon,rain,low,11.28
2.86,morning,clear,high,6.44
4.66,night,rain,high,12.58
6.87,night,fog,low,10.72
9.39,morning,rain,low,13.52
8.19,morning,clear,low,9.83
5.03,morning,rain,high,13.58
1.09,evening,clear,medium,1.64
7.95,afternoon,clear,medium,11.92
5.0,afternoon,clear,high,11.25
11.28,afternoon,fog,high,32.99
1.34,evening,rain,high,3.62
9.19,afternoon,clear,low,11.03
14.18,evening,fog,high,41.48
3.44,afternoon,clear,low,4.13
7.6,morning,rain,medium,13.68
2.28,night,fog,high,6.67
9.76,night,clear,high,21.96
8.71,evening,clear,low,10.45
6.7,afternoon,clear,low,8.04
8.3,night,rain,low,11.95
13.55,morning,fog,medium,26.42
3.75,morning,fog,medium,7.31
1.32,morning,fog,high,3.86
13.06,evening,clear,high,29.38
9.08,evening,fog,low,14.16
13.47,afternoon,clear,medium,20.2
9.36,morning,rain,high,25.27
12.34,afternoon,fog,low,19.25
7.02,afternoon,clear,low,8.42
11.5,morning,fog,medium,22.42
13.78,afternoon,fog,medium,26.87
9.01,night,rain,high,24.33
3.53,evening,fog,high,10.33
4.76,afternoon,rain,low,6.85
3.78,morning,fog,low,5.9
4.46,evening,fog,low,6.96
5.29,evening,fog,high,15.47
8.77,afternoon,fog,medium,17.1
9.23,night,fog,high,27.0
6.97,afternoon,fog,medium,13.59
9.62,night,rain,high,25.97
2.14,evening,rain,high,5.78
2.23,afternoon,clear,medium,3.34
3.41,morning,fog,high,9.97
8.25,afternoon,rain,high,22.28
4.0,night,fog,low,6.24
4.97,night,fog,medium,9.69
6.6,afternoon,rain,medium,11.88
12.37,night,fog,low,19.3
1.19,evening,rain,medium,2.14
10.09,afternoon,rain,low,14.53
10.36,night,clear,medium,15.54
12.18,afternoon,clear,medium,18.27
14.06,afternoon,clear,medium,21.09
1.28,morning,clear,medium,1.92
3.15,afternoon,fog,low,4.91
13.41,morning,fog,low,20.92
7.42,night,clear,medium,11.13
8.9,morning,rain,high,24.03
10.28,morning,rain,low,14.8
10.51,morning,rain,medium,18.92
14.04,evening,rain,low,20.22
14.96,morning,fog,high,43.76
11.08,afternoon,rain,high,29.92
5.02,morning,rain,high,13.55
13.32,afternoon,clear,medium,19.98
1.69,morning,rain,medium,3.04
4.24,evening,fog,high,12.4
13.56,night,rain,low,19.53
4.59,morning,rain,low,6.61
4.09,morning,fog,high,11.96
2.93,evening,clear,medium,4.4
13.03,morning,fog,low,20.33
8.0,afternoon,clear,low,9.6
10.45,morning,rain,low,15.05
4.35,morning,clear,medium,6.52
11.61,night,clear,high,26.12
11.64,night,clear,medium,17.46
5.38,morning,rain,low,7.75
6.75,evening,clear,high,15.19
3.94,night,clear,medium,5.91
14.67,morning,rain,high,39.61
10.04,night,fog,low,15.66
14.08,morning,fog,medium,27.46
5.25,night,fog,high,15.36
11.95,night,rain,medium,21.51
11.72,afternoon,rain,low,16.88
10.68,morning,fog,high,31.24
14.52,morning,clear,low,17.42
6.51,morning,fog,high,19.04
2.83,morning,rain,low,4.08
10.4,night,clear,low,12.48
11.21,afternoon,clear,medium,16.82
9.05,afternoon,rain,low,13.03
3.9,evening,clear,medium,5.85
8.06,morning,fog,low,12.57
5.37,evening,rain,low,7.73
6.98,night,rain,low,10.05
10.03,evening,rain,high,27.08
11.43,morning,rain,medium,20.57
4.25,afternoon,clear,high,9.56
6.67,afternoon,rain,medium,12.01
4.77,morning,rain,low,6.87
3.78,night,clear,high,8.5
11.97,morning,rain,medium,21.55
13.73,night,clear,low,16.48
6.18,afternoon,clear,medium,9.27
11.52,night,rain,medium,20.74
13.56,morning,fog,low,21.15
12.85,morning,rain,high,34.69
3.56,morning,fog,low,5.55
14.39,night,clear,high,32.38
6.27,night,fog,medium,12.23
5.75,night,rain,medium,10.35
1.87,afternoon,rain,medium,3.37
7.81,evening,fog,high,22.84
2.53,evening,rain,low,3.64
4.48,morning,fog,high,13.1
5.44,afternoon,clear,medium,8.16
12.32,night,fog,medium,24.02
13.26,morning,fog,low,20.69
5.23,afternoon,fog,high,15.3
13.02,morning,fog,medium,25.39
13.0,afternoon,clear,high,29.25
11.71,afternoon,clear,high,26.35
3.05,evening,clear,low,3.66
10.66,morning,fog,low,16.63
14.23,night,clear,medium,21.34
10.56,evening,rain,low,15.21
5.64,evening,clear,high,12.69
8.01,night,fog,low,12.5
10.04,afternoon,rain,high,27.11
8.15,night,fog,medium,15.89
2.68,morning,rain,high,7.24
5.37,night,fog,low,8.38
12.23,afternoon,fog,low,19.08
13.06,night,rain,medium,23.51
2.92,afternoon,clear,low,3.5
14.33,afternoon,rain,medium,25.79
5.6,morning,rain,medium,10.08
10.27,night,rain,low,14.79
11.53,night,rain,high,31.13
12.37,morning,rain,medium,22.27
14.24,afternoon,fog,high,41.65
5.38,night,fog,low,8.39
13.02,morning,clear,high,29.3
2.84,afternoon,clear,high,6.39
10.87,morning,rain,high,29.35
11.39,night,clear,high,25.63
10.49,morning,clear,low,12.59
4.53,evening,rain,low,6.52
13.22,afternoon,fog,high,38.67
3.36,evening,fog,low,5.24
1.75,evening,clear,low,2.1
11.04,afternoon,fog,medium,21.53
7.66,afternoon,fog,low,11.95
12.89,morning,clear,high,29.0
6.37,afternoon,rain,low,9.17
3.36,evening,clear,low,4.03
12.71,evening,clear,low,15.25
8.68,night,clear,low,10.42
3.65,afternoon,rain,medium,6.57
11.09,evening,rain,high,29.94
8.16,night,rain,high,22.03
9.46,night,rain,low,13.62
7.45,morning,clear,low,8.94
12.6,evening,fog,medium,24.57
12.61,morning,clear,low,15.13
10.93,evening,rain,medium,19.67
2.48,morning,fog,high,7.25
12.74,morning,clear,high,28.66
10.39,afternoon,fog,medium,20.26
10.76,morning,rain,high,29.05
6.08,afternoon,fog,low,9.48
13.31,night,fog,low,20.76
11.16,evening,rain,medium,20.09
2.58,night,fog,high,7.55
6.71,evening,clear,high,15.1
13.41,night,fog,medium,26.15
1.66,evening,clear,medium,2.49
14.46,morning,fog,high,42.3
10.51,evening,fog,medium,20.49
9.84,evening,rain,low,14.17
4.79,night,rain,high,12.93
4.48,night,clear,medium,6.72
14.19,night,rain,medium,25.54
5.18,afternoon,rain,medium,9.32
11.86,afternoon,rain,high,32.02
6.5,evening,rain,low,9.36
2.95,evening,rain,low,4.25
1.15,morning,clear,high,2.59
8.62,morning,clear,medium,12.93
14.66,evening,rain,high,39.58
6.17,afternoon,rain,high,16.66
6.0,evening,clear,medium,9.0
5.82,morning,fog,high,17.02
8.29,afternoon,clear,low,9.95
7.17,afternoon,fog,high,20.97
13.32,morning,rain,medium,23.98
8.08,evening,rain,high,21.82
8.11,night,clear,low,9.73
2.94,evening,rain,high,7.94
14.76,evening,fog,high,43.17
4.5,morning,fog,high,13.16
2.03,afternoon,clear,high,4.57
10.28,morning,fog,medium,20.05
9.34,evening,clear,low,11.21
6.81,night,clear,low,8.17
6.91,night,fog,low,10.78
11.99,night,fog,high,35.07
3.74,morning,fog,low,5.83
12.48,afternoon,fog,medium,24.34
10.08,morning,fog,high,29.48
6.87,night,fog,high,20.09
7.41,evening,fog,low,11.56
4.59,afternoon,rain,high,12.39
11.53,morning,clear,high,25.94
8.18,morning,clear,low,9.82
5.49,afternoon,fog,medium,10.71
9.34,afternoon,clear,medium,14.01
14.94,evening,fog,low,23.31
7.09,afternoon,rain,medium,12.76
13.89,evening,clear,medium,20.84
5.83,night,clear,medium,8.74
1.77,night,rain,high,4.78
3.86,morning,rain,high,10.42
6.86,night,rain,high,18.52
4.07,night,clear,medium,6.1
1.0,evening,clear,high,2.25
13.81,morning,rain,medium,24.86
12.81,afternoon,rain,low,18.45
11.39,morning,rain,medium,20.5
3.35,night,rain,high,9.04
2.69,afternoon,rain,medium,4.84
1.95,morning,fog,high,5.7
11.14,morning,rain,high,30.08
14.0,morning,fog,low,21.84
7.03,morning,clear,low,8.44
2.67,evening,clear,high,6.01
8.17,morning,fog,medium,15.93
5.88,night,rain,low,8.47
6.25,night,clear,low,7.5
9.7,evening,rain,high,26.19
11.06,afternoon,rain,medium,19.91
2.55,afternoon,fog,low,3.98
1.5,night,clear,low,1.8
14.92,night,clear,medium,22.38
4.26,evening,fog,low,6.65
1.75,afternoon,rain,medium,3.15
3.66,afternoon,rain,high,9.88
1.55,morning,clear,low,1.86
6.49,morning,fog,high,18.98
12.23,morning,fog,medium,23.85
5.78,evening,rain,high,15.61
7.22,night,rain,high,19.49
10.46,evening,fog,high,30.6
8.12,afternoon,clear,medium,12.18
13.06,night,rain,medium,23.51
13.12,morning,fog,medium,25.58
1.14,evening,fog,medium,2.22
11.89,evening,fog,medium,23.19
7.45,morning,clear,low,8.94
14.84,evening,rain,low,21.37
7.77,morning,rain,low,11.19
14.82,afternoon,rain,high,40.01
11.56,night,clear,high,26.01
4.48,afternoon,rain,medium,8.06
8.54,afternoon,rain,medium,15.37
14.89,morning,rain,low,21.44
13.01,evening,rain,medium,23.42
2.36,afternoon,clear,high,5.31
10.89,afternoon,fog,medium,21.24
5.84,afternoon,fog,low,9.11
1.1,evening,rain,medium,1.98
6.65,evening,rain,high,17.96
4.29,morning,rain,low,6.18
12.46,afternoon,clear,medium,18.69
5.72,night,rain,high,15.44
12.59,evening,clear,low,15.11
1.01,morning,rain,low,1.45
5.31,afternoon,rain,high,14.34
4.38,night,fog,medium,8.54
4.27,evening,rain,medium,7.69
1.95,night,clear,medium,2.92
3.62,evening,fog,low,5.65
8.78,morning,clear,low,10.54
5.08,night,fog,medium,9.91
6.84,afternoon,clear,low,8.21
6.28,afternoon,fog,low,9.8
13.26,evening,clear,high,29.84
13.67,afternoon,clear,medium,20.5
7.9,night,rain,medium,14.22
5.62,morning,fog,medium,10.96
2.5,evening,fog,low,3.9
14.35,night,rain,low,20.66
1.84,evening,clear,low,2.21
5.17,morning,clear,medium,7.76
5.17,evening,fog,low,8.07
5.49,afternoon,clear,medium,8.24
3.3,afternoon,fog,low,5.15
11.96,evening,fog,medium,23.32
2.71,morning,clear,high,6.1
9.89,morning,clear,low,11.87
2.73,afternoon,clear,medium,4.1
1.99,morning,rain,high,5.37
13.73,evening,fog,high,40.16
3.66,night,clear,low,4.39
12.5,evening,rain,medium,22.5
8.62,afternoon,clear,low,10.34
2.09,afternoon,fog,high,6.11
14.38,afternoon,rain,low,20.71
4.46,morning,fog,medium,8.7
13.04,evening,clear,high,29.34
3.36,night,clear,low,4.03
12.96,evening,clear,low,15.55
1.19,night,rain,low,1.71
8.16,evening,rain,low,11.75
11.77,afternoon,rain,low,16.95
14.09,night,rain,high,38.04
13.73,evening,clear,high,30.89
12.47,morning,clear,medium,18.71
13.43,morning,clear,low,16.12
3.79,evening,rain,medium,6.82
4.98,afternoon,rain,high,13.45
5.05,night,clear,low,6.06
6.28,evening,clear,medium,9.42
6.51,morning,rain,low,9.37
8.62,night,fog,low,13.45
3.24,morning,clear,medium,4.86
10.68,morning,clear,high,24.03
3.35,evening,clear,medium,5.03
5.34,morning,rain,medium,9.61
8.05,night,clear,medium,12.08
12.15,afternoon,clear,low,14.58
11.35,evening,clear,high,25.54
10.04,night,clear,high,22.59
3.18,evening,clear,low,3.82
8.66,morning,fog,high,25.33
2.22,morning,fog,medium,4.33
6.28,night,clear,high,14.13
6.79,night,clear,low,8.15
1.56,afternoon,clear,high,3.51
4.84,night,clear,low,5.81
14.38,night,rain,medium,25.88
14.35,evening,rain,low,20.66
5.93,morning,rain,high,16.01
1.6,night,fog,medium,3.12
3.51,afternoon,clear,high,7.9
6.49,night,rain,low,9.35
14.27,morning,clear,medium,21.4
2.98,night,clear,low,3.58
11.69,evening,fog,high,34.19
2.52,morning,fog,low,3.93
14.74,night,rain,high,39.8
6.34,evening,rain,high,17.12
11.85,morning,fog,medium,23.11
5.8,night,fog,medium,11.31
9.79,evening,clear,low,11.75
3.69,afternoon,clear,high,8.3
3.04,evening,rain,high,8.21
14.13,afternoon,rain,medium,25.43
13.85,night,fog,medium,27.01
13.42,evening,rain,medium,24.16
9.76,afternoon,clear,medium,14.64
12.32,morning,fog,low,19.22
1.97,evening,clear,low,2.36
5.69,night,fog,low,8.88
5.39,morning,fog,low,8.41
9.9,afternoon,clear,medium,14.85
5.98,evening,rain,low,8.61
3.08,evening,rain,low,4.44
9.35,night,rain,low,13.46
12.4,morning,rain,medium,22.32
6.35,evening,clear,high,14.29
2.85,evening,fog,medium,5.56
3.75,morning,clear,high,8.44
4.32,evening,rain,high,11.66
5.2,morning,rain,low,7.49
10.0,morning,clear,low,12.0
9.41,morning,fog,low,14.68
10.75,night,clear,medium,16.12
6.08,morning,clear,medium,9.12
12.54,morning,clear,low,15.05
3.86,afternoon,fog,medium,7.53
7.57,afternoon,clear,medium,11.36
12.21,night,clear,high,27.47
3.52,morning,rain,medium,6.34
2.54,afternoon,clear,high,5.72
13.37,afternoon,rain,low,19.25
5.8,evening,rain,medium,10.44
10.57,morning,rain,high,28.54
1.35,afternoon,fog,medium,2.63
10.66,night,rain,high,28.78
5.43,evening,clear,high,12.22
1.78,evening,clear,medium,2.67
9.54,morning,rain,low,13.74
4.37,morning,rain,high,11.8
6.42,evening,clear,low,7.7
2.13,night,rain,medium,3.83
3.06,morning,fog,medium,5.97
5.17,morning,rain,low,7.44
2.26,evening,fog,medium,4.41
13.75,evening,fog,high,40.22
1.08,morning,fog,low,1.68
7.77,afternoon,rain,medium,13.99
2.73,morning,fog,medium,5.32
5.31,afternoon,fog,low,8.28
13.96,evening,rain,high,37.69
3.26,afternoon,fog,low,5.09
14.52,night,rain,medium,26.14
3.88,evening,clear,medium,5.82
11.38,morning,fog,low,17.75
8.65,morning,rain,high,23.35
13.38,evening,clear,high,30.1
8.76,evening,fog,high,25.62
8.48,night,fog,low,13.23
3.74,evening,rain,high,10.1
3.33,morning,clear,high,7.49
13.83,night,rain,high,37.34
5.59,morning,fog,high,16.35
6.21,afternoon,fog,medium,12.11
11.64,evening,fog,low,18.16
5.74,afternoon,fog,low,8.95
14.33,morning,clear,high,32.24
11.33,afternoon,clear,low,13.6
9.36,afternoon,rain,low,13.48
13.33,morning,rain,medium,23.99
1.69,morning,rain,low,2.43
4.6,evening,fog,medium,8.97
7.51,afternoon,rain,low,10.81
4.18,night,clear,medium,6.27
11.41,night,rain,medium,20.54
13.87,morning,rain,low,19.97
6.93,morning,clear,medium,10.4
5.79,afternoon,clear,medium,8.68
14.46,morning,fog,low,22.56
7.23,night,clear,medium,10.84
7.85,evening,clear,medium,11.77
5.92,evening,rain,medium,10.66
13.73,afternoon,clear,medium,20.6
8.97,evening,fog,medium,17.49
11.67,morning,rain,high,31.51
12.37,morning,fog,medium,24.12
5.79,morning,clear,medium,8.68
7.07,morning,fog,medium,13.79
12.88,afternoon,fog,medium,25.12
6.09,evening,clear,low,7.31
12.12,night,clear,high,27.27
14.17,evening,rain,low,20.4
9.72,morning,rain,high,26.24
11.38,night,rain,medium,20.48
12.27,afternoon,clear,medium,18.4
12.83,morning,fog,high,37.53
6.53,morning,fog,high,19.1
1.72,night,rain,low,2.48
6.63,afternoon,rain,high,17.9
10.43,night,clear,medium,15.64
7.3,afternoon,fog,low,11.39
11.49,morning,rain,high,31.02
6.0,evening,clear,high,13.5
9.89,morning,rain,low,14.24
3.61,evening,clear,high,8.12
11.49,evening,fog,medium,22.41
8.64,afternoon,clear,low,10.37
3.86,night,rain,high,10.42
5.09,afternoon,rain,medium,9.16
11.48,morning,fog,high,33.58
7.76,night,fog,low,12.11
4.02,evening,rain,high,10.85
14.54,evening,rain,high,39.26
11.01,morning,rain,high,29.73
14.4,night,fog,medium,28.08
6.98,morning,rain,medium,12.56
7.65,morning,fog,high,22.38
13.57,afternoon,rain,high,36.64
8.35,morning,clear,low,10.02
10.9,night,clear,high,24.52
4.53,morning,rain,low,6.52
7.25,night,clear,medium,10.88
2.73,evening,fog,high,7.99
3.88,morning,clear,low,4.66
1.01,night,clear,medium,1.52
1.55,evening,fog,low,2.42
14.68,night,clear,medium,22.02
4.39,evening,clear,high,9.88
10.29,afternoon,rain,low,14.82
12.75,morning,fog,high,37.29
8.71,morning,fog,low,13.59
3.14,evening,rain,medium,5.65
11.19,afternoon,rain,low,16.11
9.4,night,clear,low,11.28
11.24,afternoon,clear,high,25.29
11.78,night,clear,high,26.5
14.66,night,rain,high,39.58
9.03,morning,fog,medium,17.61
5.78,evening,clear,high,13.01
10.08,morning,rain,low,14.52
1.96,morning,fog,medium,3.82
13.56,morning,rain,high,36.61
2.67,night,clear,low,3.2
5.59,morning,rain,low,8.05
12.42,night,rain,medium,22.36
9.36,evening,rain,low,13.48
